"ID1","ID2","Latitude","Longitude","Elevation"
"V235368","2010",48.91,-123.54,50
"V234771","2010",48.914,-124.34,165
"V234916","2010",49.015,-117.37,540
"V234917","2010",49.02,-117.37,540
"V234944","2010",49.03,-118.43,510
"V243550","2010",49.16,-123.94,142
"V234676","2010",49.21,-121.97,25
"V234661","2010",49.22,-121.927,14
"V234724","2010",49.227,-121.85,11
"V238497","2010",49.23,-121.86,22
"V234733","2010",49.25,-121.751,290
"V234734","2010",49.25,-121.75,230
"V238498","2010",49.33,-123.13,8
"V234757","2010",49.42,-124.65,13
"V234815","2010",49.57,-119.58,344
"V234761","2010",49.89,-125.13,2
"V240075","2010",57.16426,-92.50572,2
"V246451","2010",59.79442,-134.91273,777
"V246455","2010",60.709205,-135.08121,714
"V240112","2010",60.808252,-135.100174,673
"V241594","2010",NA,NA,82.296
