"ID1","ID2","Latitude","Longitude","Elevation"
"V228295","2002",38.23,-80.4765,760
"V225274","2002",38.9323,-83.285,197
"V225272","2002",41.17,-78.549,527
"V225278","2002",41.17,-78.549,527
"V225260","2002",41.66,-87.0247,244
"V225252","2002",42.77,-88.68,NA
"V226645","2002",45.1521,-76.2523,122
"V225271","2002",45.43,-90.3621,480
"V225273","2002",46.21,-90.6463,467
"V226886","2002",46.42,-81.1934,202
"V226887","2002",46.42,-81.1934,202
"V228314","2002",46.47,-62.0662,12
"V230705","2002",48.79,-123.71,7
"V230703","2002",48.83,-123.57,20
"V230950","2002",49.01,-119.45,278
"V230723","2002",49.03,-118.38,550
"V230758","2002",49.07,-122.17,160
"V219887","2002",49.08,-122.16,20
"V219882","2002",49.08,-122.16,20
"V230946","2002",49.09,-117.625,425
"V219881","2002",49.13,-123.08,5
"V230707","2002",49.13,-123.83,60
"V230966","2002",49.25,-122.73,1
"V221905","2002",49.3,-117.66,447.4464
"V223751","2002",49.42,-120.57,840
"V230740","2002",49.42,-120.57,835
"V228044","2002",49.531,-120.901,1163
"V228087","2002",49.533,-120.899,1211
"V227914","2002",49.533,-120.899,1211
"V228048","2002",49.536,-120.9,1235
"V228083","2002",49.54,-120.903,1217
"V227915","2002",49.54,-120.899,1404
"V228043","2002",49.54,-120.899,1404
"V228086","2002",49.54,-120.899,1404
"V228047","2002",49.542,-120.9,1434
"V228046","2002",49.542,-120.9,1434
"V228045","2002",49.543,-120.901,1488
"V228085","2002",49.546,-120.864,1286
"V228025","2002",49.546,-120.864,1286
"V227910","2002",49.547,-120.881,1444
"V227911","2002",49.55,-120.879,1487
"V228082","2002",49.613,-120.87,1800
"V227870","2002",49.613,-120.87,1800
"V228078","2002",49.613,-120.87,1800
"V228079","2002",49.613,-120.87,1800
"V227888","2002",49.613,-120.87,1800
"V228012","2002",49.613,-120.87,1800
"V228076","2002",49.613,-120.87,1800
"V230684","2002",49.65,-124.47,3
"V226895","2002",49.72,-94.8299,346
"V230901","2002",50.19,-115.82,925
"V230910","2002",50.192,-115.819,930
"V223752","2002",50.333,-115.847,940
"V219373","2002",51.11,-127.67,0
"V219374","2002",51.18,-127.78,0
"V221037","2002",51.9422,-176.0476,18.288
"V221041","2002",51.9563,-176.0117,6
"V222255","2002",52.9873,-168.4612,18.288
"V221038","2002",53.8656,-166.0501,48.768
"V220908","2002",54.1866,-164.8407,30.48
"V246078","2002",59.605,-153.562,NA
"V235977","2002",NA,NA,182.88
