"ID1","ID2","Latitude","Longitude","Elevation"
"V121066","1948",48.4,-123.8,NA
"V121057","1948",48.4,-123.8,NA
"V121063","1948",48.4,-123.8,NA
"V121068","1948",48.43,-123.36,NA
"V121064","1948",48.6,-123.4,NA
"V17233","1948",49,-115,NA
"V17242","1948",49.03,-115.1,NA
"V88633","1948",49.2,-121.8,20
"V198416","1948",49.27,-123.2,61
"V17554","1948",49.3,-123.2,70
"V17436","1948",49.3,-123.1,NA
"V17803","1948",49.3,-123.1,70
"V17720","1948",49.3,-123.1,70
"V19199","1948",49.3,-115.11,NA
"V182550","1948",49.3,-123.1,NA
"V182543","1948",49.3,-123.1,NA
"V19279","1948",49.3,-123.2,70
"V18931","1948",49.3,-123.2,70
"V19071","1948",49.3,-123.2,0
"V19191","1948",49.9,-116.3,NA
"V17501","1948",50.3,-115.9,NA
"V18373","1948",51.3,-115.5,1800
"V73840","1948",51.95,-128.43,NA
"V66524","1948",52.11,-121.93,NA
"V17417","1948",53.77,-121.07,NA
"V100275","1948",59.6,-136.5,NA
"V99660","1948",60.8,-136.5,NA
"V99744","1948",60.8,-136.5,NA
"V100271","1948",60.8,-137.6,NA
"V100255","1948",60.8,-136.5,NA
"V100254","1948",60.8,-136.5,NA
"V99658","1948",61.4,-139,NA
"V99745","1948",61.4,-139.1,NA
"V99670","1948",61.4,-139.1,NA
"V100257","1948",61.4,-139,NA
"V99671","1948",61.6,-138.8,NA
"V100274","1948",61.7,-138.5,NA
"V100272","1948",61.7,-138.7,NA
"V99666","1948",61.7,-138.5,NA
"V99665","1948",61.7,-138.7,NA
"V99659","1948",61.8,-138.6,NA
"V99668","1948",61.8,-138.6,NA
"V99742","1948",61.8,-138.6,NA
"V99669","1948",61.8,-138.6,NA
"V100258","1948",61.8,-138.6,NA
"V99664","1948",61.8,-138.6,NA
"V99663","1948",61.8,-138.6,NA
"V28124","1948",63.8,-68.5,NA
"V83429","1948",69,-134.8,NA
"V99661","1948",NA,NA,NA
"V83431","1948",NA,NA,NA
"V62363","1948",NA,NA,NA
"V182549","1948",NA,NA,NA
"V106661","1948",NA,NA,NA
"V62946","1948",NA,NA,NA
"V62943","1948",NA,NA,NA
"V62376","1948",NA,NA,NA
"V62362","1948",NA,NA,NA
