"ID1","ID2","Latitude","Longitude","Elevation"
"V30471","1996",33.85,-80.96,NA
"V220186","1996",42.5,-119.69,1840
"V214615","1996",48.4,-123.6,380
"V214616","1996",48.4,-123.6,380
"V214614","1996",48.4,-123.6,440
"V228941","1996",48.5,-123.48,NA
"V219194","1996",49.09,-118.4,822.96
"V214643","1996",49.1,-123.7,50
"V219178","1996",49.1,-117.5,609.6
"V214622","1996",49.2,-123.7,37
"V228676","1996",49.2,-115.4,1040
"V228679","1996",49.2,-115.4,1040
"V228680","1996",49.2,-115.4,1040
"V228695","1996",49.2,-115.4,1040
"V224962","1996",49.23,-122.83,30
"V214688","1996",49.3,-115.1,1158
"V228677","1996",49.4,-118,610
"V228687","1996",49.4,-118,610
"V228703","1996",49.4,-118,610
"V228705","1996",49.4,-118,610
"V228706","1996",49.4,-118,610
"V228708","1996",49.4,-118,610
"V215809","1996",49.49,-124.73,20
"V214698","1996",49.6,-115.1,1493
"V214679","1996",49.6,-116.9,549
"V213537","1996",49.6,-124.8,NA
"V219232","1996",49.6,-121.4,NA
"V223740","1996",50.1,-114.8,NA
"V227089","1996",50.9,-116.2,2620
"V21923","1996",51.4,-116.49,NA
"V228530","1996",52,-121.8,760
"V228662","1996",52,-121.8,750
"V214618","1996",54.5,-124.2,1445
"V214460","1996",NA,NA,1418
"V214458","1996",NA,NA,1279
