"ID1","ID2","Latitude","Longitude","Elevation"
"V157839","1974",48.8,-123.3,NA
"V157842","1974",48.8,-123.3,NA
"V156749","1974",49,-121,122
"V156691","1974",49,-121.1,304.8
"V156747","1974",49,-121,122
"V156696","1974",49,-121.1,305
"V156740","1974",49,-121.1,305
"V156787","1974",49,-120,1189
"V156693","1974",49.01,-121.06,304.8
"V179121","1974",49.1,-123.2,NA
"V179125","1974",49.1,-123.2,NA
"V179119","1974",49.1,-123.2,NA
"V179142","1974",49.1,-123.2,NA
"V179132","1974",49.1,-123.2,NA
"V179138","1974",49.1,-123.2,NA
"V179128","1974",49.1,-123.2,NA
"V179135","1974",49.1,-123.2,NA
"V179133","1974",49.1,-123.2,NA
"V179127","1974",49.1,-123.2,NA
"V162305","1974",49.1,-121.6,1767.84
"V162304","1974",49.1,-121.6,1767.84
"V156582","1974",49.1,-121.3,NA
"V161115","1974",49.3,-123.1,100
"V176155","1974",49.37,-123.37,NA
"V176146","1974",49.37,-123.37,NA
"V176180","1974",49.37,-123.37,NA
"V176159","1974",49.37,-123.37,NA
"V176165","1974",49.37,-123.37,NA
"V176126","1974",49.37,-123.37,NA
"V176172","1974",49.37,-123.37,NA
"V176173","1974",49.37,-123.37,NA
"V176154","1974",49.37,-123.37,NA
"V176109","1974",49.37,-123.37,NA
"V176075","1974",49.37,-123.37,NA
"V176087","1974",49.37,-123.37,NA
"V176091","1974",49.37,-123.37,NA
"V176096","1974",49.37,-123.37,NA
"V176079","1974",49.37,-123.37,NA
"V176073","1974",49.37,-123.37,NA
"V176141","1974",49.37,-123.37,NA
"V176117","1974",49.37,-123.37,NA
"V148537","1974",49.6,-119.7,NA
"V145617","1974",49.63,-125.7,0
"V162289","1974",49.65,-124.39,15
"V163179","1974",49.7,-115.6,NA
"V163501","1974",49.9,-123.17,883.92
"V163500","1974",49.9,-123.17,884
"V163529","1974",50,-127.3,NA
"V144630","1974",50.1,-123.2,1097.28
"V161103","1974",50.3,-122,1981
"V162396","1974",50.5,-123.5,1219
"V148633","1974",50.75,-120.57,NA
"V148599","1974",50.8,-120.6,NA
"V148221","1974",52,-121,2072.64
"V149222","1974",52,-121,2072.64
"V149224","1974",52.2,-121.5,1981.2
"V175557","1974",52.5,-122.5,NA
"V149183","1974",53,-121,1920.24
"V163467","1974",53.23,-122.42,731.52
"V152717","1974",53.7,-121.17,762
"V150375","1974",53.77,-121.07,610
"V152323","1974",53.8,-122.1,777.24
"V150601","1974",54,-126.5,731.52
"V176249","1974",54.08,-131.8,NA
"V176260","1974",54.08,-131.8,NA
"V176261","1974",54.08,-131.8,NA
"V176255","1974",54.08,-131.8,NA
"V176239","1974",54.08,-131.8,NA
"V176247","1974",54.08,-131.8,NA
"V145474","1974",54.1,-124.7,762
"V152566","1974",54.1,-126.8,975
"V152556","1974",54.1,-126.8,1005.84
"V150675","1974",54.1,-124.7,762
"V152625","1974",54.1,-126.9,1951
"V152454","1974",54.2,-123.5,732
"V150609","1974",54.2,-125.8,792
"V152455","1974",54.2,-123.5,731.52
"V152440","1974",54.2,-123.5,731.52
"V152747","1974",54.2,-122.4,914.4
"V152638","1974",54.2,-126.8,671
