"ID1","ID2","Latitude","Longitude","Elevation"
"V40378","1950",48.4,-123.3,60
"V40503","1950",48.4,-123.4,10
"V40344","1950",48.4,-123.3,60
"V40366","1950",48.4,-123.3,60
"V40365","1950",48.5,-123.3,65
"V40487","1950",48.5,-123.3,55
"V40502","1950",48.6,-123.6,150
"V40379","1950",48.8,-124.2,270
"V40343","1950",48.8,-124.2,270
"V40501","1950",48.8,-124.2,270
"V40321","1950",48.8,-124.2,247
"V72513","1950",49,-119,2286
"V102953","1950",49,-119.7,NA
"V96200","1950",49,-119,NA
"V102065","1950",49.01,-121.06,NA
"V58592","1950",49.02,-122.05,NA
"V40360","1950",49.1,-124.2,270
"V40359","1950",49.1,-124.1,205
"V40325","1950",49.1,-124.1,240
"V40324","1950",49.1,-124.4,290
"V40322","1950",49.1,-124.1,215
"V40362","1950",49.1,-124.2,200
"V40323","1950",49.1,-124.4,290
"V40326","1950",49.1,-124.1,215
"V40480","1950",49.1,-124.2,250
"V40320","1950",49.1,-124.1,220
"V40332","1950",49.1,-124.1,NA
"V40318","1950",49.1,-124.1,240
"V40333","1950",49.1,-124.1,275
"V40319","1950",49.1,-124.4,300
"V40437","1950",49.1,-124.1,210
"V40433","1950",49.1,-124.4,290
"V40434","1950",49.1,-124.3,290
"V40435","1950",49.1,-124.3,290
"V40436","1950",49.1,-124.3,290
"V40475","1950",49.1,-124.4,300
"V40355","1950",49.1,-124.3,540
"V40334","1950",49.1,-124.1,300
"V40432","1950",49.1,-124.3,210
"V40431","1950",49.1,-124.4,300
"V40336","1950",49.1,-124.1,220
"V40335","1950",49.1,-124.1,275
"V40476","1950",49.1,-124,360
"V40482","1950",49.1,-124.1,220
"V40479","1950",49.1,-124.2,270
"V40478","1950",49.1,-124.2,270
"V40357","1950",49.1,-124.2,270
"V40430","1950",49.1,-124.3,275
"V40477","1950",49.1,-124.1,210
"V40373","1950",49.1,-123.9,425
"V40374","1950",49.1,-123.9,425
"V40375","1950",49.1,-124.4,290
"V40376","1950",49.1,-124.4,290
"V40367","1950",49.1,-124.2,450
"V40368","1950",49.1,-124.2,450
"V40369","1950",49.1,-124.2,220
"V40377","1950",49.1,-124.2,270
"V40370","1950",49.1,-124.1,215
"V40371","1950",49.1,-124.1,205
"V40345","1950",49.1,-124.4,275
"V96283","1950",49.18,-119.77,NA
"V95752","1950",49.18,-119.55,NA
"V90277","1950",49.18,-119.77,NA
"V95770","1950",49.18,-119.77,NA
"V95769","1950",49.18,-119.77,NA
"V95761","1950",49.18,-119.77,NA
"V96226","1950",49.18,-119.77,NA
"V40361","1950",49.2,-124.3,510
"V40364","1950",49.2,-123.9,10
"V40380","1950",49.3,-124.3,10
"V40342","1950",49.3,-124.3,30
"V40500","1950",49.3,-124.3,30
"V40499","1950",49.3,-124.3,30
"V40341","1950",49.3,-124.3,42
"V58250","1950",49.3,-117.7,NA
"V40428","1950",49.3,-124.2,4464
"V40429","1950",49.3,-124.3,1
"V40438","1950",49.3,-124.7,185
"V40439","1950",49.3,-124.7,185
