"ID1","ID2","Latitude","Longitude","Elevation"
"V228855","1987",48.15,-117.91,2250
"V193363","1987",48.4,-123.7,NA
"V193357","1987",49.1,-120.8,NA
"V193805","1987",49.25,-123.25,NA
"V218602","1987",49.5,-120.7,NA
"V218618","1987",49.5,-120.8,1820
"V194496","1987",50.5,-123.5,650
"V193583","1987",50.5,-123.5,150
"V194494","1987",50.5,-123.5,650
"V193565","1987",50.5,-123.5,150
"V194206","1987",50.5,-123.5,650
"V194495","1987",50.5,-123.5,650
"V194492","1987",50.5,-123.5,650
"V194201","1987",50.5,-123.5,650
"V194204","1987",50.5,-123.5,650
"V193580","1987",50.5,-123.5,150
"V193582","1987",50.5,-123.5,650
"V245764","1987",51.28,-116.81,NA
"V245765","1987",51.28,-116.81,NA
"V208818","1987",52.2,-128.1,NA
"V214404","1987",54.28,-130.27,NA
"V217745","1987",59.5,-131.83,NA
