"ID1","ID2","Latitude","Longitude","Elevation"
"V173954","1980",48.2,-89.6,NA
"V173850","1980",48.2,-89.5,NA
"V173950","1980",48.2,-89.6,NA
"V172143","1980",48.3,-89.2,NA
"V173969","1980",48.3,-89.7,NA
"V173767","1980",48.4,-89.1,NA
"V173824","1980",48.4,-89.6,NA
"V172163","1980",48.4,-89.6,NA
"V174204","1980",48.5,-89.2,NA
"V173914","1980",48.5,-89.2,NA
"V172148","1980",48.5,-89.4,NA
"V173915","1980",48.5,-89.2,NA
"V173919","1980",48.6,-89.2,NA
"V243881","1980",48.83,-125.13,NA
"V178494","1980",49,-122.74,1097
"V178515","1980",49,-122.74,1158
"V197440","1980",49.1,-124.7,575
"V165123","1980",49.3,-124.2,NA
"V197432","1980",49.3,-124,100
"V178527","1980",50.1,-117.49,762
"V178513","1980",50.45,-115.99,NA
"V171027","1980",51.9,-120,NA
"V171005","1980",52,-121.5,NA
"V170887","1980",52,-119.9,2316
"V170987","1980",52.1,-120.2,NA
"V170976","1980",52.1,-120.2,NA
"V170939","1980",52.1,-119.8,2175
"V170971","1980",52.1,-120.2,NA
"V170986","1980",52.1,-120.2,NA
"V170991","1980",52.1,-120.2,NA
"V171003","1980",52.1,-120.2,NA
"V171004","1980",52.1,-120.2,NA
"V170983","1980",52.1,-120.2,NA
"V170916","1980",52.4,-120.1,640
"V170917","1980",52.4,-120.1,640
"V171049","1980",52.8,-120,NA
"V171052","1980",52.8,-120,NA
"V171036","1980",52.8,-120,NA
"V171036","1980",52.8,-120,NA
"V170856","1980",52.9,-119.9,2195
"V170795","1980",52.9,-120.1,1036
"V177189","1980",56.7,-131.8,577
"V171246","1980",57.9,-131.2,305
"V213094","1980",60.7,-135,NA
"V213095","1980",61.91,-137.9,822.96
"V213009","1980",62.2,-133.6,NA
"V213076","1980",62.2,-136.5,1219.2
"V212704","1980",65.1,-138.2,NA
"V213003","1980",65.8,-137.8,NA
"V175234","1980",68.68,-134.13,NA
"V175237","1980",69.07,-134.13,NA
"V172123","1980",NA,NA,NA
"V191826","1980",NA,NA,2100
"V220906","1980",NA,NA,60
