"ID1","ID2","Latitude","Longitude","Elevation"
"V178485","1982",48.46,-123.55,NA
"V178488","1982",48.59,-123.37,NA
"V178514","1982",48.59,-123.37,NA
"V178525","1982",48.59,-123.37,NA
"V178505","1982",48.74,-123.4,290
"V178519","1982",48.8,-125.1,NA
"V178487","1982",48.9,-125.1,NA
"V178501","1982",48.9,-125.1,NA
"V178486","1982",49,-125.7,NA
"V178491","1982",49.05,-122.33,NA
"V178518","1982",49.09,-117.71,NA
"V244682","1982",49.2,-124.8,NA
"V235494","1982",49.3,-117.63,NA
"V178502","1982",49.38,-121.44,NA
"V178522","1982",49.4,-129.4,NA
"V178528","1982",49.51,-115.75,NA
"V205344","1982",50,-120.4,975
"V235509","1982",50.4,-121.3,NA
"V178507","1982",50.68,-120.34,1372
"V178483","1982",50.68,-120.34,1372
"V191811","1982",50.83,-120.07,910
"V191813","1982",50.83,-120.07,910
"V191812","1982",50.83,-120.07,910
"V178534","1982",51.2,-122.5,1227
"V178536","1982",51.2,-122.3,NA
"V178489","1982",51.9,-122.6,NA
"V178521","1982",51.9,-122.5,1010
"V178535","1982",52.2,-121.8,NA
"V178503","1982",52.47,-121.42,NA
"V178482","1982",52.8,-122.38,732
"V178506","1982",52.8,-122.3,732
"V182296","1982",54.97,-124.97,NA
"V182297","1982",54.97,-124.97,NA
"V182295","1982",54.97,-124.97,NA
"V182172","1982",55.32,-123.09,NA
"V181040","1982",57.03,-122.57,1786
"V181030","1982",57.03,-122.57,1786
"V181031","1982",57.03,-122.57,1786
"V181032","1982",57.03,-122.57,1786
"V217649","1982",59.43,-133.82,1600
"V213093","1982",67.3,-136.3,914.4
"V212848","1982",67.5,-136.6,609.6
"V182284","1982",NA,NA,NA
"V196076","1982",NA,NA,NA
