"ID1","ID2","Latitude","Longitude","Elevation"
"V17814","1938",48.41,-123.37,NA
"V17815","1938",48.41,-123.37,NA
"V18139","1938",48.43,-123.36,NA
"V18803","1938",48.6,-123.6,NA
"V18387","1938",49,-117,NA
"V17780","1938",49,-123,NA
"V17816","1938",49,-123,NA
"V17586","1938",49,-117,1829
"V18851","1938",49,-117,NA
"V19244","1938",49,-123,NA
"V92448","1938",49,-120,1981
"V92449","1938",49,-120,1981.2
"V17225","1938",49.03,-118.44,NA
"V19352","1938",49.08,-117.8,NA
"V19241","1938",49.09,-117.71,NA
"V18987","1938",49.09,-117.71,NA
"V18241","1938",49.1,-116.51,NA
"V19224","1938",49.1,-116.51,NA
"V224296","1938",49.24,-122.95,NA
"V17589","1938",49.25,-122.95,NA
"V17612","1938",49.25,-124.7,NA
"V17709","1938",49.3,-123.2,NA
"V17798","1938",49.3,-123.3,NA
"V19366","1938",49.3,-123.2,NA
"V17887","1938",49.33,-123.15,NA
"V19375","1938",49.33,-123.16,NA
"V19376","1938",49.33,-123.16,NA
"V17744","1938",49.38,-121.44,NA
"V18850","1938",49.38,-121.44,NA
"V19343","1938",49.38,-121.44,NA
"V92451","1938",49.4,-121.4,1981.2
"V17965","1938",49.49,-117.3,NA
"V18006","1938",49.5,-115.8,NA
"V17443","1938",49.5,-119.59,NA
"V17444","1938",49.5,-115.8,NA
"V17829","1938",49.5,-119.59,NA
"V19223","1938",49.5,-117.3,NA
"V19292","1938",49.5,-119.59,NA
"V18960","1938",49.5,-119.59,NA
"V18991","1938",49.6,-121.4,NA
"V17779","1938",49.63,-125.7,NA
"V18239","1938",49.63,-125.7,NA
"V18926","1938",49.63,-125.7,NA
"V18986","1938",49.63,-125.7,NA
"V20093","1938",49.8,-117,NA
"V17600","1938",49.98,-123.04,NA
"V17254","1938",49.98,-123.04,NA
"V17599","1938",49.98,-123.04,NA
"V19290","1938",49.98,-123.04,NA
"V20102","1938",49.98,-123.04,NA
"V18959","1938",50.2,-121.6,NA
"V19282","1938",50.23,-121.58,2133.6
"V17376","1938",50.5,-116,NA
"V18514","1938",50.5,-119.6,1371.6
"V18368","1938",51.9,-122.4,NA
"V17830","1938",52.2,-122.26,NA
"V20061","1938",54,-125,NA
"V18103","1938",54.78,-127.18,NA
"V17483","1938",54.78,-127.18,NA
"V17481","1938",54.78,-127.18,NA
"V18826","1938",54.78,-127.18,NA
"V19450","1938",54.78,-127.18,NA
"V18852","1938",54.8,-127.2,NA
"V17822","1938",55.5,-120.03,NA
"V19543","1938",55.5,-120.03,NA
"V20103","1938",56,-126.6,NA
"V54793","1938",NA,NA,NA
"V54791","1938",NA,NA,NA
"V18022","1938",NA,NA,NA
"V18254","1938",NA,NA,NA
"V18794","1938",NA,NA,1829
"V120120","1938",NA,NA,NA
"V16989","1938",NA,NA,NA
"V19665","1938",NA,NA,NA
"V20070","1938",NA,NA,NA
