"ID1","ID2","Latitude","Longitude","Elevation"
"V194079","1977",43.8,-79.9,NA
"V193645","1977",45.6,-80.4,NA
"V193508","1977",45.8,-79.5,NA
"V183156","1977",49.1,-122.2,NA
"V183173","1977",49.1,-122.2,NA
"V183180","1977",49.1,-122.2,NA
"V217853","1977",49.1,-119.6,1010
"V159571","1977",49.1,-116.51,NA
"V157930","1977",49.15,-122.25,NA
"V178022","1977",49.25,-123.25,38
"V178002","1977",49.25,-123.25,38
"V178034","1977",49.3,-120.7,NA
"V158197","1977",49.4,-119.7,549
"V158196","1977",49.4,-119.7,548.64
"V158182","1977",49.4,-119.7,549
"V178020","1977",50.5,-121.2,914.4
"V162650","1977",50.69,-121.93,NA
"V160018","1977",50.7,-121.6,1036
"V160020","1977",50.7,-121.9,NA
"V159832","1977",50.7,-121.6,1052
"V160024","1977",50.7,-121.6,1005.84
"V160022","1977",50.75,-121.59,1280.16
"V166822","1977",51,-122,NA
"V166298","1977",51.1,-123,2230
"V169248","1977",51.1,-123,2000
"V169627","1977",51.1,-123,NA
"V169891","1977",51.1,-123,2215
"V166299","1977",51.1,-123,2240
"V169500","1977",51.1,-123,NA
"V169206","1977",51.1,-123,NA
"V169235","1977",51.1,-123,2120
"V169280","1977",51.1,-123,NA
"V169680","1977",51.1,-123,NA
"V169968","1977",51.1,-123,1690
"V170029","1977",51.2,-123,1700
"V169579","1977",51.2,-122.9,NA
"V169585","1977",51.2,-123,NA
"V169390","1977",51.2,-123.1,1900
"V169392","1977",51.2,-123.1,1930
"V169417","1977",51.2,-123.1,1900
"V169410","1977",51.2,-123.1,1900
"V169469","1977",51.2,-123,NA
"V169491","1977",51.2,-123,2230
"V169521","1977",51.2,-122.9,1580
"V169516","1977",51.2,-122.9,1580
"V169562","1977",51.2,-123,NA
"V169560","1977",51.2,-123,NA
"V169563","1977",51.2,-123,NA
"V169075","1977",51.2,-123,NA
"V169162","1977",51.2,-123.1,NA
"V169180","1977",51.2,-123,NA
"V169201","1977",51.2,-122.9,1945
"V169337","1977",51.2,-123,2125
"V169656","1977",51.2,-123.1,NA
"V169658","1977",51.2,-123.1,NA
"V169723","1977",51.2,-123,NA
"V169841","1977",51.2,-123,NA
"V170019","1977",51.2,-123.1,1960
"V170021","1977",51.2,-123.07,1955
"V170023","1977",51.2,-123.07,1955
"V170033","1977",51.2,-123,1920
"V170007","1977",51.2,-123,1640
"V178007","1977",51.5,-121.2,914.4
"V161861","1977",51.9,-122.3,700
"V170334","1977",51.9,-120,NA
"V170337","1977",52,-120.1,NA
"V170358","1977",52,-120,NA
"V170373","1977",52.1,-120.2,NA
"V170379","1977",52.1,-119.8,NA
"V170374","1977",52.1,-120.2,NA
"V170339","1977",52.33,-120,NA
"V166223","1977",54.8,-128.6,640
"V166222","1977",54.8,-128.6,914
"V166251","1977",54.8,-128.7,1600
"V166270","1977",54.8,-128.7,1585
"V166276","1977",54.8,-128.7,1676
"V166277","1977",54.8,-128.7,1554
"V166226","1977",54.8,-128.6,640
"V166225","1977",54.8,-128.6,640
"V166187","1977",54.8,-128.7,1433
"V166274","1977",54.8,-128.7,1554
"V166275","1977",54.8,-128.7,1554
"V166187","1977",54.8,-128.7,1433
"V178029","1977",56,-129,975
"V171920","1977",56,-156.7,135
"V171922","1977",56,-156.7,135
"V171928","1977",56,-156.7,115
"V171912","1977",56,-156.7,83
"V160721","1977",56,-122.7,NA
"V196766","1977",57.8,-126.4,1400
"V178012","1977",58.3,-130.8,500
"V178000","1977",58.3,-130.8,NA
"V177997","1977",58.3,-130.8,152.4
"V177996","1977",58.3,-130.8,NA
"V178006","1977",58.4,-130,822.96
"V171696","1977",59.4,-139.5,NA
"V171736","1977",59.5,-139.8,NA
"V178005","1977",60,-128.5,762
"V178014","1977",60,-128.5,762
"V171809","1977",60.2,-144.7,NA
"V171762","1977",60.4,-145.5,NA
"V164103","1977",61.2,27.8,NA
"V178626","1977",NA,NA,NA
"V194761","1977",NA,NA,NA
"V182069","1977",NA,NA,30
"V178625","1977",NA,NA,NA
"V178624","1977",NA,NA,NA
"V16164","1977",NA,NA,1341
"V193601","1977",NA,NA,NA
"V193515","1977",NA,NA,NA
"V193559","1977",NA,NA,NA
"V193638","1977",NA,NA,NA
"V224157","1977",NA,NA,NA
