"ID1","ID2","Latitude","Longitude","Elevation"
"V82973","1956",48.8,-123.54,NA
"V82984","1956",48.86,-123.56,NA
"V74631","1956",49.1,-124.3,210
"V74630","1956",49.1,-124.3,280
"V74632","1956",49.1,-124.39,305
"V74964","1956",49.1,-124.4,305
"V74688","1956",49.1,-124.2,250
"V74965","1956",49.1,-124.1,213
"V74686","1956",49.1,-124.1,210
"V74933","1956",49.1,-124.3,210
"V75170","1956",49.1,-124.3,210
"V74934","1956",49.1,-124.4,305
"V75162","1956",49.1,-124.3,533.4
"V75163","1956",49.1,-124.3,252.984
"V74734","1956",49.1,-124.3,232
"V75171","1956",49.1,-124.1,256
"V74931","1956",49.1,-124.3,210
"V75164","1956",49.1,-124.4,305
"V75165","1956",49.1,-124.2,207.264
"V74723","1956",49.12,-124.15,256.032
"V74735","1956",49.12,-124.7,256
"V119593","1956",49.25,-124.7,1524
"V57855","1956",49.3,-123.1,NA
"V57851","1956",49.3,-123.1,NA
"V103437","1956",49.62,-116.98,NA
"V111087","1956",49.83,-124.52,NA
"V111069","1956",49.88,-124.56,168
"V56002","1956",49.89,-122.98,1493.52
"V55985","1956",49.9,-122.96,NA
"V55993","1956",49.94,-122.94,2286
"V55479","1956",50,-122.8,1524
"V55470","1956",50,-122.8,1828.8
"V76432","1956",50.03,-127.37,0
"V103580","1956",50.24,-121.58,NA
"V77860","1956",52.38,-126.75,1280.16
"V103604","1956",52.4,-126.8,NA
"V77864","1956",52.54,-121.92,1067
"V119777","1956",52.7,-124.9,NA
"V119727","1956",52.7,-124.9,NA
"V62263","1956",53.7,-124.9,1889.76
"V84802","1956",53.92,-122.68,1219
"V95804","1956",54.5,-126.3,NA
"V56839","1956",58.65,-124.68,1400
"V56833","1956",58.65,-124.68,2200
"V56822","1956",59.29,-129.85,1200
"V56818","1956",59.29,-129.85,1300
"V56828","1956",59.29,-129.85,1000
"V56832","1956",59.3,-129.8,1200
"V56829","1956",59.3,-129.3,1000
"V56820","1956",59.5,-136.5,1200
"V56837","1956",59.5,-136.5,800
"V87151","1956",NA,NA,NA
"V73224","1956",NA,NA,NA
"V103328","1956",NA,NA,701
"V73080","1956",NA,NA,NA
"V73079","1956",NA,NA,NA
"V112269","1956",NA,NA,564
"V55534","1956",NA,NA,NA
"V104125","1956",NA,NA,1371.6
"V60129","1956",NA,NA,NA
"V56850","1956",NA,NA,700
"V56851","1956",NA,NA,700
"V91593","1956",NA,NA,975
"V57854","1956",NA,NA,NA
"V57856","1956",NA,NA,NA
"V59548","1956",NA,NA,NA
"V66114","1956",NA,NA,1676
"V87355","1956",NA,NA,NA
"V56838","1956",NA,NA,700
"V56831","1956",NA,NA,800
"V56819","1956",NA,NA,800
"V56831","1956",NA,NA,NA
"V56848","1956",NA,NA,NA
"V56823","1956",NA,NA,950
"V78624","1956",NA,NA,NA
"V78683","1956",NA,NA,NA
