"ID1","ID2","Latitude","Longitude","Elevation"
"V45885","1940",47.2,-120.6,1828.8
"V17592","1940",48.46,-123.55,NA
"V17722","1940",48.51,-123.63,NA
"V17631","1940",48.51,-123.63,NA
"V235340","1940",48.51,-123.63,NA
"V17964","1940",48.7,-123.5,NA
"V82735","1940",48.82,-123.72,NA
"V17525","1940",49,-116.5,NA
"V18845","1940",49,-119.2,NA
"V18844","1940",49,-116.5,NA
"V19463","1940",49.09,-116.56,NA
"V19576","1940",49.09,-117.71,1219.2
"V17309","1940",49.1,-116.51,NA
"V19457","1940",49.1,-116.51,NA
"V19455","1940",49.25,-122.93,NA
"V18161","1940",49.3,-123.3,NA
"V18106","1940",49.4,-117.2,NA
"V17832","1940",49.4,-117.2,NA
"V18419","1940",49.49,-117.3,NA
"V19212","1940",49.49,-117.3,1219
"V20106","1940",49.5,-117.3,1828.8
"V19233","1940",49.63,-125.7,NA
"V19389","1940",49.63,-125.7,NA
"V19211","1940",49.69,-121.41,NA
"V18958","1940",49.7,-116.9,NA
"V18418","1940",49.71,-116.88,NA
"V17777","1940",49.71,-116.88,NA
"V17427","1940",49.71,-116.88,NA
"V20057","1940",49.71,-116.88,NA
"V18843","1940",49.71,-116.88,NA
"V19554","1940",49.71,-116.88,NA
"V18590","1940",49.78,-118.14,NA
"V17584","1940",49.88,-118.53,1524
"V18589","1940",49.88,-118.53,1372
"V19027","1940",49.88,-118.53,NA
"V18787","1940",49.9,-116.6,NA
"V20108","1940",49.9,-118.5,NA
"V17696","1940",49.91,-116.91,NA
"V17732","1940",49.91,-116.91,NA
"V17530","1940",50,-119,NA
"V17857","1940",50,-119,NA
"V17425","1940",50.2,-121.6,NA
"V17482","1940",50.2,-121.6,NA
"V17654","1940",50.3,-119,NA
"V17656","1940",50.3,-119,NA
"V17836","1940",50.3,-119,NA
"V18786","1940",50.3,-117.8,NA
"V19535","1940",50.3,-119,NA
"V18160","1940",50.68,-120.34,NA
"V121053","1940",50.68,-120.34,335.28
"V18637","1940",50.69,-122.13,NA
"V18159","1940",50.7,-120.3,NA
"V17837","1940",50.72,-121.28,NA
"V18002","1940",52.4,-124.03,NA
"V19297","1940",52.4,-124.03,NA
"V17968","1940",53.92,-122.68,NA
"V19052","1940",59.63,-127.14,NA
"V18226","1940",NA,NA,NA
"V18227","1940",NA,NA,NA
"V45869","1940",NA,NA,1828.8
"V18049","1940",NA,NA,NA
"V17925","1940",NA,NA,NA
"V18005","1940",NA,NA,NA
"V22679","1940",NA,NA,NA
"V39105","1940",NA,NA,NA
"V18048","1940",NA,NA,NA
"V17435","1940",NA,NA,NA
"V17846","1940",NA,NA,NA
"V19641","1940",NA,NA,NA
"V18777","1940",NA,NA,NA
"V19302","1940",NA,NA,NA
"V19319","1940",NA,NA,NA
"V50539","1940",NA,NA,2591
"V19550","1940",NA,NA,NA
"V18642","1940",NA,NA,NA
"V19640","1940",NA,NA,NA
"V49475","1940",NA,NA,NA
"V19196","1940",NA,NA,NA
"V45909","1940",NA,NA,NA
"V45933","1940",NA,NA,732
"V42236","1940",NA,NA,NA
"V45920","1940",NA,NA,NA
"V49471","1940",NA,NA,NA
"V42245","1940",NA,NA,NA
"V50535","1940",NA,NA,2590.8
"V120937","1940",NA,NA,NA
