"ID1","ID2","Latitude","Longitude","Elevation"
"V39450","1918",49.16,-123.94,NA
"V19777","1918",49.22,-123.15,NA
"V235639","1918",49.22,-123.15,NA
"V82120","1918",49.3,-123.1,NA
"V19773","1918",49.3,-123.15,NA
"V19980","1918",49.3,-123.15,NA
"V17928","1918",49.33,-123.16,NA
"V19227","1918",49.7,-116.8,NA
"V19661","1918",49.9,-119.5,NA
"V237963","1918",49.9,-120.6,NA
"V40743","1918",50.17,-120.67,792.48
"V17974","1918",50.3,-119.3,NA
"V17975","1918",50.3,-119.3,NA
"V17335","1918",50.3,-119.3,NA
"V20111","1918",50.3666667,-121.5666667,NA
"V19053","1918",50.7,-120.3,NA
"V18228","1918",51.55,-122.33,NA
"V151188","1918",NA,NA,NA
