"ID1","ID2","Latitude","Longitude","Elevation"
"V86254","1960",49,-122.9,0
"V106146","1960",49.1,-120.8,1645.92
"V86260","1960",49.17,-123.1,0
"V86263","1960",49.17,-123.1,0
"V86314","1960",49.3,-123.3,0
"V86256","1960",49.37,-122.95,274
"V86255","1960",49.4,-122.92,274
"V86257","1960",49.4,-122.92,274
"V85979","1960",49.5,-120.5,NA
"V106152","1960",49.63,-120.78,1219
"V88467","1960",49.91,-116.91,609.6
"V88426","1960",49.91,-116.91,640
"V88491","1960",49.91,-116.91,640
"V88470","1960",49.95,-117.36,1006
"V88452","1960",49.99,-117.88,671
"V88471","1960",50.68,-120.34,NA
"V88472","1960",50.84,-118.98,762
"V96296","1960",50.95,-119.17,NA
"V86259","1960",55.61,-122.27,137
"V119615","1960",57.3,-123.9,1372
"V196808","1960",59,-126,396.24
"V196809","1960",59.4,-126.1,400
"V196810","1960",59.4,-126.1,400
"V196880","1960",59.4,-126.1,914
"V196881","1960",59.4,-126.1,NA
"V196879","1960",59.4,-126.1,914.4
"V90484","1960",59.83,-132.3,853.44
"V196897","1960",59.9,-128.5,396
"V119762","1960",60,-128.6,NA
"V119779","1960",60,-128.2,640.08
"V103329","1960",60.6,-134.9,883.92
"V119492","1960",61.6,-135.9,914.4
"V119545","1960",62,-128.9,1280.16
"V103482","1960",62.1,-136.3,518.16
"V119539","1960",62.5,-130.4,1371.6
"V119531","1960",62.7,-136.7,NA
"V103424","1960",63,-130.2,1524
"V149554","1960",78.8,-103.7,NA
"V94164","1960",NA,NA,NA
"V119947","1960",NA,NA,1158
"V123725","1960",NA,NA,NA
"V123721","1960",NA,NA,NA
"V106346","1960",NA,NA,1006
"V106345","1960",NA,NA,1006
"V178720","1960",NA,NA,NA
"V135405","1960",NA,NA,NA
"V93325","1960",NA,NA,NA
"V94003","1960",NA,NA,91
"V123711","1960",NA,NA,NA
"V123710","1960",NA,NA,NA
"V94149","1960",NA,NA,NA
"V93365","1960",NA,NA,NA
"V185493","1960",NA,NA,NA
"V82489","1960",NA,NA,NA
"V85980","1960",NA,NA,NA
"V119948","1960",NA,NA,1280.16
"V95688","1960",NA,NA,2133.6
"V95505","1960",NA,NA,NA
