"ID1","ID2","Latitude","Longitude","Elevation"
"V218697","1999",31.1094,-82.3559,155.448
"V218698","1999",33.8913,-82.0074,94.488
"V223884","1999",48.808,-123.632,60
"V223909","1999",48.808,-123.63,60
"V223912","1999",48.808,-123.632,60
"V217743","1999",49,-118.4,NA
"V234557","1999",49.147,-121.85,12
"V234484","1999",49.2,-122.91,7
"V234489","1999",49.23,-119.8,850
"V234564","1999",49.25,-122.22,105
"V234506","1999",49.38,-119.92,2140
"V223870","1999",49.589,-124.271,575
"V218041","1999",49.6,-115,1110
"V219275","1999",50.7,-120.4,335.28
"V219540","1999",52.04,-127,0
"V223999","1999",NA,NA,900
"V224016","1999",NA,NA,NA
