"ID1","ID2","Latitude","Longitude","Elevation"
"V224253","2001",45.9818,-121.125,NA
"V223842","2001",48.493,-123.35,148
"V232797","2001",49.13,-123.14,2
"V235336","2001",49.21,-122.61,5
"V235142","2001",49.31,-121.64,20
"V242403","2001",50.765,-121.036,NA
"V220751","2001",50.9,-122.9,2000
"V235224","2001",54.4,-120.1,2000
"V235226","2001",54.4,-120.1,2000
"V235230","2001",54.4,-120.1,2000
"V235207","2001",54.62,-120.28,1220
"V235205","2001",54.67,-120.32,913
"V232938","2001",54.747,-120.51,1070
"V235219","2001",54.75,-120.51,1060
"V235177","2001",54.87,-120.65,1130
"V235181","2001",54.87,-120.65,1130
"V235189","2001",54.88,-120.65,1105
"V235211","2001",55.13,-120.99,835
"V244684","2001",56,-122.2,NA
"V244673","2001",56.21,-121.45,441.96
"V220661","2001",56.24,-121.41,594.36
"V244671","2001",56.24,-121.41,594.36
"V244674","2001",56.25,-121.29,457.2
"V240122","2001",60.03,-133.8,NA
"V240123","2001",60.03,-133.8,NA
