"ID1","ID2","Latitude","Longitude","Elevation"
"V123733","1961",45.56,-73.66,NA
"V135023","1961",48.38,-123.73,0
"V144642","1961",48.43,-123.36,NA
"V119610","1961",48.6,-124.4,NA
"V103325","1961",48.8,-125.1,NA
"V119612","1961",48.8,-123.2,NA
"V97573","1961",48.8,-123.4,NA
"V119625","1961",48.94,-125.55,NA
"V89113","1961",49,-119,792.48
"V89086","1961",49.1,-119.7,1524
"V89070","1961",49.18,-119.55,480
"V89069","1961",49.18,-119.55,480
"V89068","1961",49.18,-119.55,480.06
"V103519","1961",49.22,-125.38,457.2
"V119590","1961",49.5,-126.4,NA
"V91312","1961",49.63,-125.7,NA
"V91306","1961",49.63,-125.7,NA
"V91310","1961",49.63,-125.7,NA
"V91307","1961",49.63,-125.7,NA
"V91311","1961",49.63,-125.7,NA
"V103333","1961",49.67,-124.93,NA
"V119592","1961",49.7,-125.8,1737
"V103474","1961",50,-125,NA
"V117612","1961",50.5,-119.56,732
"V98386","1961",50.69,-121.93,1950.72
"V98384","1961",50.69,-121.93,2164.08
"V98383","1961",50.7,-121.9,1889.76
"V103332","1961",50.9,-127.9,NA
"V103582","1961",50.9,-127.9,NA
"V119763","1961",50.9,-127.9,NA
"V98390","1961",51,-122.4,1905
"V98379","1961",51,-122.5,2011.68
"V98273","1961",51.06,-122.64,1828.8
"V98385","1961",51.1,-122.6,2011.68
"V98365","1961",51.1,-122.6,1828.8
"V235573","1961",51.84,-120.07,NA
"V235561","1961",51.84,-120.07,NA
"V235569","1961",51.84,-120.07,NA
"V235567","1961",51.84,-120.07,NA
"V235558","1961",51.84,-120.07,NA
"V235571","1961",51.84,-120.07,NA
"V235570","1961",51.84,-120.07,NA
"V235557","1961",51.84,-120.07,NA
"V88924","1961",52.18,-122.51,975
"V89396","1961",52.9,-172.9,30.48
"V94538","1961",53.22,-132.15,NA
"V93782","1961",56.7,-131.8,NA
"V94072","1961",58.41,-129.02,NA
"V94055","1961",58.41,-129.02,1219.2
"V94067","1961",59.29,-129.85,NA
"V94069","1961",59.29,-129.85,NA
"V94071","1961",59.29,-129.85,NA
"V94061","1961",59.29,-129.85,1676
"V94057","1961",59.29,-129.85,1219.2
"V93801","1961",59.5,-136.5,NA
"V94053","1961",59.63,-133.4,1372
"V94062","1961",59.98,-137.1,1615
"V94063","1961",59.98,-137.1,1676
"V94065","1961",59.98,-137.1,1524
"V111293","1961",60.1,-123.8,NA
"V111299","1961",60.2,-123.7,NA
"V111287","1961",60.2,-123.5,NA
"V111122","1961",60.2,-123.4,NA
"V111298","1961",60.3,-123.5,610
"V241532","1961",60.3,-123.5,822.96
"V111305","1961",60.5,-123.5,NA
"V111304","1961",60.5,-123.4,NA
"V111286","1961",60.9,-123.3,NA
"V111301","1961",61.9,-123.3,NA
"V111302","1961",61.9,-123.3,NA
"V93308","1961",NA,NA,NA
"V123734","1961",NA,NA,NA
"V93371","1961",NA,NA,NA
"V93137","1961",NA,NA,NA
"V94237","1961",NA,NA,NA
"V92603","1961",NA,NA,NA
"V93368","1961",NA,NA,NA
"V123729","1961",NA,NA,NA
"V97479","1961",NA,NA,NA
"V97523","1961",NA,NA,NA
"V93370","1961",NA,NA,NA
"V93270","1961",NA,NA,NA
"V93367","1961",NA,NA,NA
"V97549","1961",NA,NA,NA
"V97548","1961",NA,NA,NA
"V93321","1961",NA,NA,NA
"V93220","1961",NA,NA,NA
"V93319","1961",NA,NA,944.88
"V121456","1961",NA,NA,NA
"V93309","1961",NA,NA,NA
"V109724","1961",NA,NA,NA
"V89116","1961",NA,NA,1158.24
"V97382","1961",NA,NA,NA
