"ID1","ID2","Latitude","Longitude","Elevation"
"V17818","1942",48.5,-123.3,NA
"V17810","1942",48.5,-123.3,NA
"V19383","1942",48.5,-123.3,NA
"V19395","1942",49.04,-122.95,NA
"V19210","1942",49.08,-117.8,1067
"V224272","1942",49.09,-117.71,NA
"V17313","1942",49.1,-116.51,NA
"V17824","1942",49.1,-116.51,NA
"V19019","1942",49.1,-116.51,NA
"V19017","1942",49.1,-117.8,1219
"V120122","1942",49.16,-123.94,NA
"V120144","1942",49.16,-123.94,61
"V19403","1942",49.17,-123.1,NA
"V19702","1942",49.17,-123.1,NA
"V19521","1942",49.18,-121.74,NA
"V120161","1942",49.25,-124.7,1524
"V17316","1942",49.3,-123.2,NA
"V17924","1942",49.3,-123.2,NA
"V120229","1942",49.3,-123.2,NA
"V120118","1942",49.3,-123.2,NA
"V17315","1942",49.3,-123.1,NA
"V17884","1942",49.3,-123.2,NA
"V20059","1942",49.3,-123.2,NA
"V19401","1942",49.3,-123.1,NA
"V19402","1942",49.3,-123.1,NA
"V19231","1942",49.3,-123.1,NA
"V126461","1942",49.3,-123.1,NA
"V19280","1942",49.3,-123.1,NA
"V247272","1942",49.3,-123.15,NA
"V19400","1942",49.3,-123.1,NA
"V17672","1942",49.38,-121.44,NA
"V17305","1942",49.6,-119.7,NA
"V120128","1942",49.6,-121.4,91
"V17314","1942",49.6,-119.7,NA
"V18928","1942",49.62,-116.98,NA
"V18640","1942",49.63,-125.7,NA
"V19384","1942",49.63,-125.7,NA
"V121073","1942",49.63,-123.2,1524
"V17839","1942",49.7,-116,NA
"V19018","1942",49.7,-116.9,NA
"V120168","1942",49.93,-120.62,1067
"V18392","1942",49.95,-122.78,610
"V17723","1942",49.95,-122.78,335.28
"V17695","1942",49.95,-122.78,NA
"V17526","1942",50.3,-115.9,NA
"V18008","1942",51,-121,NA
"V17407","1942",51,-121,NA
"V19547","1942",51,-121,NA
"V19477","1942",51,-121,NA
"V19663","1942",51,-121,NA
"V19549","1942",51,-121,NA
"V19548","1942",51,-121,NA
"V19669","1942",51,-121,NA
"V17737","1942",51.09,-121.59,NA
"V121072","1942",51.33,-116.3,2438.4
"V17408","1942",51.69,-121.3,NA
"V19306","1942",51.69,-121.3,NA
"V18003","1942",52.12,-122.07,NA
"V17488","1942",52.12,-122.07,NA
"V120354","1942",53.91,-124.15,NA
"V121033","1942",54.02,-124.01,NA
"V19551","1942",55.61,-122.27,NA
"V54565","1942",NA,NA,NA
"V28239","1942",NA,NA,670.56
"V49481","1942",NA,NA,NA
"V70911","1942",NA,NA,NA
"V70856","1942",NA,NA,NA
"V70881","1942",NA,NA,NA
"V17532","1942",NA,NA,NA
"V120262","1942",NA,NA,2134
"V120414","1942",NA,NA,2134
"V17828","1942",NA,NA,NA
"V70853","1942",NA,NA,NA
"V70891","1942",NA,NA,NA
"V19309","1942",NA,NA,NA
"V19307","1942",NA,NA,NA
"V46177","1942",NA,NA,NA
"V19278","1942",NA,NA,NA
"V18965","1942",NA,NA,NA
"V20927","1942",NA,NA,NA
"V20929","1942",NA,NA,1219.2
"V20928","1942",NA,NA,NA
