"ID1","ID2","Latitude","Longitude","Elevation"
"V136598","1971",47.2,-84.6,NA
"V136870","1971",47.5,-84.8,NA
"V136671","1971",47.9,-84.9,NA
"V136746","1971",48,-84.9,NA
"V136867","1971",48.1,-84.6,NA
"V136561","1971",48.3,-84.9,NA
"V236704","1971",48.7,-124.9,NA
"V173521","1971",49,-123,NA
"V152483","1971",49.1,-123.1,NA
"V173310","1971",49.1,-123.1,NA
"V173535","1971",49.1,-123.1,NA
"V173526","1971",49.1,-123.1,NA
"V141525","1971",49.1,-126.3,23
"V141524","1971",49.1,-125.5,9.144
"V152474","1971",49.1,-123.1,NA
"V141540","1971",49.1,-125.9,3
"V152476","1971",49.1,-123.1,NA
"V173291","1971",49.1,-123.1,NA
"V173299","1971",49.1,-123.1,NA
"V173522","1971",49.1,-123.1,NA
"V173525","1971",49.1,-123.1,NA
"V173520","1971",49.1,-123.1,NA
"V141518","1971",49.1,-125.9,7.62
"V141526","1971",49.1,-125.9,4.572
"V141515","1971",49.1,-125.9,7.62
"V141517","1971",49.1,-125.9,NA
"V140046","1971",49.1,-120.8,1798.32
"V140241","1971",49.15,-125.9,0
"V141539","1971",49.15,-125.9,15
"V140240","1971",49.15,-125.9,0
"V140237","1971",49.15,-125.9,NA
"V152480","1971",49.3,-123.1,NA
"V141522","1971",49.63,-125.7,15
"V140061","1971",49.63,-120.78,1951
"V152536","1971",49.88,-114.88,NA
"V152530","1971",50,-114,2085
"V152531","1971",50.2,-114.8,2310.384
"V152547","1971",50.2,-114.8,2084.832
"V221752","1971",50.23,-114.83,2145.792
"V221794","1971",50.23,-114.83,NA
"V182080","1971",50.68,-120.34,NA
"V157747","1971",50.68,-120.34,NA
"V182110","1971",50.68,-120.34,NA
"V161110","1971",50.68,-120.34,NA
"V210621","1971",51,-122.4,NA
"V206334","1971",51,-122.4,NA
"V14317","1971",51,-122.4,NA
"V209046","1971",51,-122.4,NA
"V161085","1971",51.29,-117.51,NA
"V143498","1971",52,-122.5,1005.84
"V221783","1971",52.42,-122.33,NA
"V221778","1971",52.42,-122.33,NA
"V161837","1971",53.92,-122.68,610
"V161836","1971",53.92,-122.68,609.6
"V161838","1971",53.92,-122.68,610
"V168126","1971",55.4,-123,1676
"V168167","1971",55.5,-122.7,NA
"V168162","1971",55.5,-122.7,NA
"V221744","1971",55.95,-122.65,NA
"V221756","1971",56,-122.67,NA
"V221743","1971",56,-122.67,NA
"V221739","1971",56,-122.67,NA
"V162841","1971",57.2,-124.1,NA
"V162840","1971",57.2,-124.1,NA
"V162839","1971",57.2,-124.1,NA
"V166834","1971",58.5,-125.4,NA
"V160211","1971",58.5,-122.7,NA
"V163544","1971",58.6,-125.4,2166
"V160286","1971",58.7,-122.7,300
"V160326","1971",58.7,-122.5,305
"V160201","1971",59.29,-129.85,1260
"V161065","1971",59.29,-129.85,1260
"V160206","1971",59.29,-129.85,1260
"V194775","1971",75.6,-84.7,NA
"V141942","1971",NA,NA,NA
"V18200","1971",NA,NA,NA
"V43890","1971",NA,NA,NA
"V144108","1971",NA,NA,NA
"V136483","1971",NA,NA,NA
"V141116","1971",NA,NA,NA
"V224283","1971",NA,NA,NA
"V236742","1971",NA,NA,NA
"V245539","1971",NA,NA,NA
"V245540","1971",NA,NA,NA
"V141086","1971",NA,NA,NA
